Ubicación física;Título;Autor(es)
DIMED:L45;<La> draperie au Moyen Age : essor dúne grande industrie européenne;
DIMED:L411;Libros de viaje: actas de las jornadas;
DIMED:D4;<La> cara, espejo del alma: historia de fisiognómica;
DIMED:F2;Noblesse et pouvoir royal en France, XIIIe-XVIe siecle;
DIMED:E5;<Le> voyage de l'ame dans l'au-delá d'aprés la litterature latine, Ve-XIIIe siécle;
DIMED:I5;<The> Book of Memory: a study of memory in medieval culture;
DIMED:N1;"Poder social, aristocracias y hombre santo en la España visigoda; la vita aemiliani de Braulio de Zaragoza";
DIMED:C1;<I> mesi di Trenti: gli affreschi di torre Aquila e il gotico internazionale;
DIMED:H4;<El> calendario medieval hispano: textos e imágenes, siglos XIV;
DIMED:E1;<Les> carrefours du labyrinthe;
"DIMED:E126; E127";<La> institución imaginaria de la sociedad;
DIMED:E5;<La> Carta de Logu, del regno di Arborea;
DIMED:D510;Crónica general de España de 1344 que ordenó el conde de Barcelos, don Pedro Alfonso;
DIMED:B5;Vestitevi di sangue: lettere ai fedeli;
DIMED:K2;"Obras; El diálogo; Oraciones y soliloquios";
DIMED:J1;<Un> santo para una ciudad: ensayo de antropología urbana;
DIMED:E1;La> donna nell'economia secoli XIII-XVIII;
DIMED:D4;<Del> soberano bien: romanceamiento castellano medieval de las Sententiae de San Isidro ;
DIMED:D4;Concordancias de Del soberano bien, c.1400: una investigación sobre la lengua de traducción en el medioevo;
DIMED:G3;Libros, editores y público en el mundo antiguo: guía histórica y crítica;
DIMED:M0;<Lo> spazio letterario del Medioevo;
DIMED:J1;Histoire e la lecture dans le monde occidental;
DIMED:E3;<Pour> <l'>histoire des origines du pouvoir populaire: l'experience des villes-états italinennes, XIe-XII siécles;
DIMED:M2;Oeuvres pour les moniales;
DIMED:M2;Sermons 56-80;
DIMED:E3;Filologia e storiografia letteraria;
DIMED:E138;Sobre los deberes;
DIMED:E129;Tre storie extra vaganti;
DIMED:K4;<El> poder de los saberes en la historia;
DIMED:I2;Fetes et divertissements;
DIMED:L216;<The> conquest of Constantinople;
DIMED:G5;Beasts and birds of the Middle Ages: the bestiary and its legacy;
DIMED:I1;Under crescent and cross: the Jews in the Middle Ages;
DIMED:H1;<El> cosmos, el caos y el mundo venidero: las antiguas raíces de la fe apocalíptica;
DIMED:F1;<L'> éloquence de la chaire: victoires et défaites du latin entre Moyen Age et Renaissance;
"DIMED:J410; J411";<Les> grandes notions philosophiques;
DIMED:E4;Strutture familiari, epidemie, migrazioni nell'Italia medievale;
DIMED:L51;<Le> paysan et son outil: essai d'histoire technique des céréales, France VIIIe-XVe siécle;
DIMED:H4;<Le> livre des saints: calendrier et sanctoral de l'Eglise universelle;
DEGIP:;<The> base ring wares from the Palace complex at Tell El Daba (Ezbet Helmi, areas H/III and H/IV);
DIPA:3-4-41b;Cazadores recolectores de Ponsonby (Patagonia Austral) y su paleoambiente desde VI al III milenio A.C. ;
DEGIP: 2-1-33;Signos en el tiempo y rastros en la tierra;
DEGIP: 2-1-33;Signos en el tiempo y rastros en la tierra;Lupo, SilviaBasílico, Susana
DEGIP: 2-1-33;Signos en el tiempo y rastros en la tierra;Pereyra, VioletaAlzogaray, Norma
DEGIP: 2-1-33;Signos en el tiempo y rastros en la tierra;Campagno, Marcelo
DEGIP: 2-1-33;Signos en el tiempo y rastros en la tierra;Crivelli Montero, Eduardo A.
DIMED:D2;Diario fiorentino, 1405-1439;
DIMED:H1;<El> instinto diabólico: agresiones sexuales en la Castilla medieval;
DIMED:H2;Monnaies médiévales: reflets des pouvoirs;
DIMED:F1;<Il> lavoro del contadino: uomini, tecniche, colture nella Tuscia tardomedievale;
DIMED:B3;<Les> visites pastorales;
DIMED:N1;<La> ville au Moyen Age I. Ville et espace;
DIMED:E5;Más allá de este mundo: paraísos, purgatorios e infiernos: un viaje a través de las culturas religiosas;
DIMED:D2;Historia de Hita y su arcipreste: vida y muerte de una villa mozárabe;
DIMED:I4;<L'> etá dello spirito e la fine dei tempi in Gioacchino da Fiore e nel gioachimismo medievale;
DIMED:J3;<The> Oxford Dictionary of the Christian Church;
DEGIP: 2-1-33a;<The> inscription of Amenemhet II in the Temple of Ptah in Memphis: was there a real control of the Egyptian State over Kush durign the Middle Kingdom?;
DIMED:E09, E010;Sopra le acque salse: espaces, pouvoir et societé a Venise du Moyen Age;
DIMED:H3;Historia del pensamiento en el mundo islámico;
DIMED:F4;Introducción a los símbolos;
DIMED:E2;Traité de l'amour courtois;
DIMED:D3;Histoire sociale, histoire globale ? : actes du colloque;
DIMED:F5;<El> mundo como representación, historia cultural: entre práctica y representación;
DIMED:N1;Crónica latina de los reyes de Castilla;
DIMED:L114;<Au> bord de la falaise : l'histoire entre certitudes et inquiétude;
DIMED:D4;Luigi d'Aragona: un cardinale del Rinascimento in viaggio per l'Europa;
DIMED:H4a,b,c;Historia de las ideologías;
DIMED:K5;Nature, man and society in the twelfth century: essays on new theological perspectives in the Latin West;
DIMED:I2;<L'> Italia rurale del basso Medioevo;
DIMED:I2;<Il> lavoro, la taverna, la strada: scorci di Medioevo;
DIMED:J4;<The> first christian histories: Eusebius, Socrates, Sozomen, Theodoret and Evagrius;
DIMED:J3;<Les> bonnes villes, l'Etat et la societé dans la France de la fin du XVe siécle;
DIMED:L214;<A> postmodern revelation: signs of astrology and the Apocalypse;
DIMED:N5;<La> campagna toscana nel Medioevo;
DIMED:G1;<L'> immaginario e il potere;
DIMED:I1;<The> desert a City: an introduction to study of egypcian and palestinian monasticism under the Christian Empire;
DIMED:F2;<La> grammaire des formes et des styles;
DIMED:D0;<The> Northern Crusades: the Baltic and the catholic frontier, 1100-1116;
DIMED:J1;<Le> livre des faits et bonnes moeurs du roi Charles V le Sage;
DIMED:N5;<L'> exégése chretienne de la Bible en Occident médiéval, XIIe-XIV siécle;
DIMED:L415;<L'> imposible sainteté : la vie retrouvée de Robert d'Arbrissel, 1045-1116, fondateur de Fontevraud;
DIMED:F1;Pietá e storia nellÁrbor vitae di Ubertino da Casale;
DIMED:N5;Tympans romans: textos de Dante;
DIMED:L422;Gens de lettres, gens du livre;
DIMED:H3, a,b;Encyclopédie des mystiques;
DIMED:N5;Initiation á la symbolique romane, XIIe siécle;
DEGIP:2-1-33b;;Lupo, Silvia
DIMED:J3;<La> fábula mística: siglos XVI-XVII;
DIMED:E4a,b,c;Historia de l'art catalá;
DIMED:I2;Storia del matrimonio;
DIMED:M3;<La> vida cotidiana en la Edad Media;
DIMED:E5;Penser au Moyen Age;
DIMED:D1;<La> philosophie médiévale;
DIMED:H2;<La> querelle des universaux: de Platon á la fin du Moyen Age;
DIMED:D4;<La> malatia mentale nel Medioevo islamico;
DIMED:B0;Estudios sobre las relaciones entre Aragón y Castilla, siglos XIII-XIV;
DIMED:G3;Cortes portuguesas: reinado de Alfonso IV, 1325-1357;
DIMED:G3;Cortes portuguesas: reinado de Pedro I, 1357-1367;
DIMED:M3;Espiritualidad de la Alta Edad Media, siglos VII-XII;
DIMED:B2;Longobardi e bizantini;
DIMED:E139;<La> France de l'an mil;
DIMED:H2;<La> vie au Moyen Age;
DIMED:F1;<La> religion de ma mére: les femmes et la trasmission de la foi;
DIMED:H4;Sainte Brigitte de Suéde: mystique et femme de tete;
DIMED:L1;<La> legitimité du prince, IIIe-XIIe siécles: la justice du fleuve;
DIMED:B3;<Les> tarifs de tonlieux;
DIMED:L58;<La> parole du predicateur, Ve-XVe siécle;
DIMED:E3;Estudios sobre la emigración italiana a la Argentina en la segunda mitad del siglo XIX;
DIMED:D3;<La> literatura perdida de la Edad Media castellana;
DIMED:G3;Enchiridion symbolorum: definitionum et declarationum de rebus fidei et morum;
DIMED:N312;<I> mondi di Francesco: affreschi letterari dal ciclo giottesco di Assisi;
DIMED:D2;Soria en la Baja Edad Media: espacio rural y economía agraria;
DIMED:L412;Anécdota wisigothica I : estudios y ediciones de textos literarios menores de época visigoda;
DIMED:M3;Magna carta: text and commentary;
DIMED:A5;<The> power of symbols in religion and culture;
DIMED:B3;Revelationes;
DIMED:J1;Christliche mystik im Abendland;
DIMED:B1;<Gli> umanisti e il volgare fra Quattro e Cinquecento;
DIMED:K5a,b;Plantas y remedios medicinales: de materia médica, pseudo dioscórides;
DIMED:E3;Travail et travailleurs en Europe au Moyen Age et au début des temps modernes;
DIMED:L26, L27, L28, L210, L211, L212;Historia de la antigua literatura latina hispano-cristiana;
DIMED:F1;<La> descriptio civitatis Bononie eiusque comitatus del cardinale Anglico, 1371: introduzione ed edizione critica;
DIMED:J5;<L'> empire du sens: l'humanisation des sciences humaines;
DIMED:E18;<Les> péres du désert: vie et spiritualité;
DIMED:D01;<Las> escritoras de la Edad Media;
DIMED:B3;<Les> martyrologes du moyen áge latin;
DIMED:D1;Sources et méthodes de l'hagiographie médiévale;
DIMED:F2;<Les> cent nouvelles nouvelles;
DIMED:A3;<L'> histoire continue;
DIMED:G3a,b,c;Dames u XIIe siécle;
DIMED:D4;Passions communes: entretiens avec Philippe Sainteny;
DIMED:E128;<Le> drame de Byzance: ideál et échec d'une societé chrétienne;
DIMED:K4;Philippe de Commynes: un historien a l'aube de temps modernes;
DIMED:B1;<Le> chevalier au lion: approaches d¿un chef d'oeuvre;
DIMED:D1;<Le> pouvoir monarchique et ses supports idéologiques aux XIVe-XVIIe siécle;
DIMED:K4;Georges Duby: l'écriture de l'histoire;
DIMED:F4;"<Du> sacré; croisades et pélerinages: images et langages";
DIMED:L418, L419, L420, L421;<Le> mythe de croisade;
DIMED:B67;<L'> art préroman hispanique : l´art mozarabe;
DIMED:E224;Inquisition a Pamiers: cathares, juifs, lépreux...devant leurs juges;
DIMED:H1;Standars of living in the later Middle Ages: social changes in England, c. 1200-1520;
DIMED:I1;Science and the secrets of nature: books of secrets in medieval and early modern culture;
DIMED:F2;<Il> problema estetico in Tommaso d'Aquino;
DIMED:H1;William of Tyre: historian of the Latin East;
DIMED:M2;Journal de voyage (itinéraire) et Valerius du Bierzo: lettre sur la bse. Egérie;
DIMED:M1;Vie de Charlemagne;
DIMED:H1;<El> proceso de la civilización: investigaciones sociogenéticas;
DIMED:H2;Fuentes documentales del país vasco: colección documental de los monasterios de Santo Domingo de Lequeitio, 1289-1520 y Santa Ana de Elorrio, 1480-1520;
DIMED:J5;Mujeres trovadoras de Dios: una tradición silenciada de la Europa Medieval;
DIMED:G5;<The> Oxford dictionary of saints;
DIMED:H416a, H416b;Historia longorbardorum, seculo IX;
DIMED:I1;Alle origini dell'idea di croaciata;
DIMED:E4;<Le> roi est mort: etude sur les funérailles, les sépultures et les tombeaux des rois de France jusquá la fin du XIIIe siécle;
DIMED:I4;Birth of Leviathan: building states and regimes in medieval and early modern Europe;
DIMED:E4;Origines et objetifs primitifs de l'ordre des fréres mineures;
DIMED:L221;Tratado de iconografía;
DIMED:L25;Obras completas de San Eulogio;
DIMED:H1;<The> thought of Gregory the Great;
DIMED:J5;Morphogenese du village médiévale, IXe-XIIe siecles: actes;
DIMED:G1;Dictionnaire de la France médiévale;
DIMED:M218;XIVe et XVe siecles, crises et geneses;
DIMED:B3;<Les> inscriptions médievales;
DIMED:M3;Lives of visigothic fathers;
DIMED:G1;International Directory of MedievalistsRépertoire International des Médiévistes;
DIMED:L218;<Le> village médiéval et son environnement: etudes offertes a Jean Marie Pesez;
DIMED:J3;Santa Anorexia: viaje al país de nunca comer;
DIMED:H3;San Mancio, culto, leyenda y reliquias: ensayo de crítica hagiográfica;
DIMED: N43;<The> visigoths : studies in culture and society;
DIMED:O2;Corsarios castellanos y vascos en el Mediterráneo medieval;
DIMED:N3;<L'> expansió catalana a la Mediterrania a la Baixa Edat Mitjana: actes;
DIMED:D04;<De> <l'> esclavitud a la llibertad: esclaus i lliberts a l'Edat Mitjana: actes;
DIMED:M1;Ecrit et pouvoir dans les chancelleries médiévales: espace francais, espace anglais;
DIMED:E1;Tiempo y gozo eterno en la narrativa medieval: la Cantiga CIII;
DIMED:K5;Marc Bloch: une vie au service de l'histoire;
DIMED:E131;<L'> invention de la politique;
DIMED:D4;<La> cittá chiusa: storia delle teorie urbanistiche dal Medioevo al Settecento;
DIMED:D5;<Los> milagros de San Isidro, siglo XIII;
DIMED:K5;Giochi e giocattoli nell'Antichita;
DIMED:D0;Vikings: the North Atlantic saga;
DIMED:H4;Ildegarda di Bingen: vita di una profetessa;
DIMED:J5;Chevaliers et chevalerie au Moyen Age;
DIMED:K4;Croisade et chevalerie, XIe-XIIe siecles;
DIMED:N5;Peintures romanes des eglises de France;
DIMED:G3;<Les> saints rois du Moyen Age en Occident, VIe-XIIIe siecle;
DIMED:H1a,b,c;Isidore de Seville et la culture classique dans l'Espagne wisigotique;
DIMED:B6;<L'> art préroman hispanique;
DIMED:E13;Vigilar y castigar: nacimiento de la prisión;
DIMED:A1a,b,b;Historia de la sexualidad;
DIMED:A4;<La> vida de los hombres infames: ensayos sobre desviación y dominación;
DIMED:E5;<L'> Europe héritiere de l'Espagne wisigothique;
DIMED:E1;Utopias;
DIMED:D113,D114,D115;<La> Edad Media;
DIMED:B3;Hommes et villages d'Occident au Moyen Age;
DIMED:B3;Polyptiques et censiers;
DIMED:L47;<La> petite enfance dans l'Europe médiévale et moderne: actes;
DIMED:D1;Genealogía del racismo: de la guerra de razas al racismo de Estado;
DIMED:C3;Ordines iudiciarii et libelii de ordine iudiciorum: from the middle of the twelfth to the end of the fifteenth century;
DIMED:H3;<The> fate of fortune in the early Middle Ages: the Boethian tradition;
DIMED:B3;<Les> décrétales et les collections de décrétales;
DIMED:B3;<Les> collections canoniques;
DIMED:D2;<Els> orígens de la servitud pagesa a la Catalunya Medieval;
DIMED:D4;Cancionero;
DIMED:D2;Crónicas;
DIMED:J5;Chroniques;
DIMED:I3;Franscesco e l'invenzione delle stimmate: una storia per parole e immagini fino a Bonaventura e Giotto;
DIMED:J5;Saint Francois d'Assise: la vie d'un homme;
DIMED:I4;Quattrocento fiorentino: politica, diplomazia, cultura;
DIMED:F3;<In> una aria diversa: la sapienza di Ildegarda di Bingen;
DIMED:N5;Garlandia: studies in the history of the medieval university;
DIMED:I5;Arab historians of the Crusades;
DIMED:K5;Abitare nel Medioevo: forme e vicende dell'insediamento rurale nell?Italia altomedievale;
DIMED:E5;Diego Alvarez Chanca, medico di Cristoforo Colombo;
DIMED:L35;Régimen jurídico de la mujer en la familia castellana medieval;
DIMED:E3;<Dos> autores en el Cantar del Mio Cid: aplicación de la informática;
DIMED:N5;Codiphis: catálogo de colecciones diplomáticas hispano-lusas de época medieval;
DIMED:E012;Castilla y León frente al Islam: estrategias de explansión y tácticas militares, siglos XI-XIII;
DIMED:G330;Papado, cruzadas y órdenes militares, siglos XI-XIII;
DIMED:K5;Fuentes españolas altomedievales: el códice emilianense 46 de la Real Academia de la Historia, primer diccionario enciclopédico de la Península Ibérica;
DIMED:H2a,b,c,d,e;Historia de la iglesia en España;
DIMED:C1a,b;<Le> langage de l'image au Moyen Age;
DIMED:D2;<El> hombre del Renacimiento;
DIMED:I2;Demeures médiévales: coeur de la cité;
DIMED:D1;<El> matrimonio en Occidente;
DIMED:J5;Grégoire de Tours et l'espace gaulois;
DIMED:D2;Fonti per la storia medievale: dal V all'XI secolo;
DIMED:H1;Before France and Germany: the creation and transformation od the merovingian world;
DIMED:F5;Living with the dead in the Middle Ages;
DIMED:H4;Mémoire et l'oubli á la fin du premier millénaire;
DIMED:E4;<La> interpretación de las culturas;
DIPA:3-4-43;Primera Convención Nacional de Antropología: primera parte;
DIPA:3-4-44;Explorando algunos temas de arqueología;
DIMED:B1;<The> idea of the book in the Middle Ages: language, theory, mythology and fiction;
DIMED:D4;<Le> monde au Moyen Age: espaces, pouvoirs, civilisations;
DIMED:J1;<L'>histoire et les nouveaux publics dans l'Europe médiévale, XIIIe-XVe: actes du colloque;
DIMED:E3;Etat et eglise dans la genese de l'Etat moderne: actes du colloque;
DIMED:B3;Introduction;
DIMED:B3;<Les> actes publics;
DIMED:B3;Table de fascicules 1-50;
DIMED:B3;<Les> généalogies;
DIMED:B3;<La> loi;
DIMED:B3;<L'> architecture: considérations générales;
DIMED:D3;Nouveau dictionnaire des synonymes;
DIMED:I4;Principi e citta alla fine del Medioevo;
DIMED:E2;<L'>Espagne au Moyen Age, VIIIe-XVe siecle;
DIMED:I1;<Las> noblezas españolas en la Edad Media, siglos XI-XV;
DIMED:M2a,b;Oeuvres spirituelles;
DIPA: 3-4-45;;Barberena, RamiroManzi, Liliana M.Campan, Patricia A.
DIMED:G3;<Il> bambino medievale: educazione ed infanzia nel Medioevo;
DIMED:L112;Gemma Donati la moglie di Dante;
DIMED:D4;<Lo> spettacolo della morte: estetica e ideologia del macabro nella letteratura medievale;
DIMED:D4a,b;Corpus scriptorum muzarabicorum;
